559 cells alive
302733698,,cycles:u,30012811,29,53
3909374,,cycles:k,41589212,40,92
434745743,,instructions:u,53599360,52,74
2694642,,branch-misses,54811507,55,45
1365831,,L1-dcache-load-misses,58814595,64,74
65615,,LLC-loads,59605006,62,84
453,,LLC-stores,60038703,60,74
21692,,LLC-load-misses,22797294,22,43
622,,LLC-store-misses,18791680,18,49
