559 cells alive
297982937,,cycles:u,34071389,32,11
4115966,,cycles:k,46075468,43,42
433138847,,instructions:u,58083732,54,74
2812029,,branch-misses,58079292,54,73
1553111,,L1-dcache-load-misses,58670909,57,12
101759,,LLC-loads,60034489,63,38
511,,LLC-stores,60038905,60,82
18861,,LLC-load-misses,24017858,23,38
371,,LLC-store-misses,23426421,22,08
