559 cells alive
303584702,,cycles:u,36195152,33,45
4365425,,cycles:k,49170968,45,03
435760582,,instructions:u,61178410,56,02
2793666,,branch-misses,61174383,56,02
1588604,,L1-dcache-load-misses,61155158,56,00
97510,,LLC-loads,60992986,55,85
505,,LLC-stores,60028042,55,48
12360,,LLC-load-misses,24020762,23,97
273,,LLC-store-misses,24028144,23,06
