559 cells alive
300302263,,cycles:u,34285793,32,25
4372194,,cycles:k,46286127,43,53
435097188,,instructions:u,58307676,54,84
2789606,,branch-misses,58286299,54,82
1600003,,L1-dcache-load-misses,58276164,54,81
111945,,LLC-loads,60023695,56,82
665,,LLC-stores,60035261,61,50
14733,,LLC-load-misses,24026325,23,64
347,,LLC-store-misses,24025642,22,75
