559 cells alive
318081745,,cycles:u,37379421,34,16
2947144,,cycles:k,51340019,46,10
459357179,,instructions:u,63879124,57,09
2865981,,branch-misses,63865422,57,07
1542230,,L1-dcache-load-misses,63876048,57,08
55964,,LLC-loads,62514861,55,87
610,,LLC-stores,60561436,54,12
39882,,LLC-load-misses,24016428,21,55
35,,LLC-store-misses,23997397,22,76
