559 cells alive
301826474,,cycles:u,34397581,32,32
4309777,,cycles:k,46398310,43,60
435040629,,instructions:u,58406716,54,88
2815695,,branch-misses,58392214,54,87
1553059,,L1-dcache-load-misses,59907560,57,64
80674,,LLC-loads,60012695,62,56
564,,LLC-stores,60026174,60,07
40170,,LLC-load-misses,24020926,23,11
554,,LLC-store-misses,22496196,21,14
